,y_pred
2025,64000.0
2026,64000.0
2027,64000.0
2028,64000.0
2029,64000.0
2030,64000.0
2031,64000.0
2032,64000.0
2033,64000.0
2034,64000.0
2035,64000.0
2036,64000.0
2037,64000.0
2038,64000.0
2039,64000.0
2040,64000.0
2041,64000.0
2042,64000.0
2043,64000.0
2044,64000.0
