,y_pred
2025,8418.6061
2026,8418.6061
2027,8418.6061
2028,8418.6061
2029,8418.6061
2030,8418.6061
2031,8418.6061
2032,8418.6061
2033,8418.6061
2034,8418.6061
2035,8418.6061
2036,8418.6061
2037,8418.6061
2038,8418.6061
2039,8418.6061
2040,8418.6061
2041,8418.6061
2042,8418.6061
2043,8418.6061
2044,8418.6061
